store_name,place,range_money,max_money,star_score_re,posi_nega_score_re,satisfy_score_re,insta_score_re,calm_score_re,service_score_re,picture_url,link_url
ハート・ストリングス,中州,"￥5,000～￥5,999",6000,4.35,4.646401292,2.583516484,0.871271586,2.538461538,2.038461538,https://tblg.k-img.com/restaurant/images/Rvw/174268/640x640_rect_6440ec038bf5375c0a0b54319d8858c6.jpg,https://tabelog.com/fukuoka/A4001/A400102/40000521/
せいもん払い,中州,"￥6,000～￥7,999",8000,3.8,4.436089799,2.562677305,0.866261398,1.425531915,2.308510638,https://tblg.k-img.com/restaurant/images/Rvw/216005/640x640_rect_7ab3569b370a39e9d00f73dd2599b6b5.jpg,https://tabelog.com/fukuoka/A4001/A400102/40000029/
やまちゃん 中洲店,中州,"￥1,000～￥1,999",2000,3.35,4.049385489,1.765053763,0.714285714,1.107526882,0.930107527,https://tblg.k-img.com/restaurant/images/Rvw/90836/640x640_rect_90836310.jpg,https://tabelog.com/fukuoka/A4001/A400102/40029379/
宝雲亭,中州,"￥2,000～￥2,999",3000,3.3,3.732842492,2.34675,0.714285714,1.1,1.1,https://tblg.k-img.com/restaurant/images/Rvw/225171/640x640_rect_527fee8105b328d55af5ee9e1fdde373.jpg,https://tabelog.com/fukuoka/A4001/A400102/40000125/
第8八千代丸,中州,"￥8,000～￥9,999",10000,3.15,4.824104024,1.575231481,0.714285714,1.069444444,0.5,https://tblg.k-img.com/restaurant/images/Rvw/268396/640x640_rect_ee61ae60085ee9e7d92688fddc812040.jpg,https://tabelog.com/fukuoka/A4001/A400102/40054785/
地鶏屋 亜門,中州,"￥6,000～￥7,999",8000,3.1,4.415253683,1.696401515,1.850649351,1.284090909,1.522727273,https://tblg.k-img.com/restaurant/images/Rvw/269438/640x640_rect_d331e5d09688bfa94e3a2786a2e24e14.jpg,https://tabelog.com/fukuoka/A4001/A400102/40025366/
博多中洲 ぢどり屋 中洲本店,中州,"￥3,000～￥3,999",4000,3.05,4.823008867,1.795289855,0.714285714,1.108695652,0.5,https://tblg.k-img.com/restaurant/images/Rvw/268925/640x640_rect_f09c6a063621348fb9ea69ff2729f78c.jpg,https://tabelog.com/fukuoka/A4001/A400102/40048917/
つきよし,中州,"￥2,000～￥2,999",3000,2.9,4.25169868,2.899865591,0.714285714,1.241935484,1.629032258,https://tblg.k-img.com/restaurant/images/Rvw/7294/640x640_rect_7294727.jpg,https://tabelog.com/fukuoka/A4001/A400102/40006579/
ふじけん　 中洲店,中州,"￥8,000～￥9,999",10000,2.85,4.019023952,1.557587065,0.714285714,1,0.649253731,https://tblg.k-img.com/restaurant/images/Rvw/244704/640x640_rect_c76d3b4c5d51ece661a03423d540ca4f.jpg,https://tabelog.com/fukuoka/A4001/A400102/40007038/
魚喜,中州,"￥5,000～￥5,999",6000,2.85,2.845714736,1.488541667,1.224489796,1.089285714,1.214285714,https://tblg.k-img.com/restaurant/images/Rvw/255520/640x640_rect_0ec0bb8ee4069b59968a2e83ccbafa49.jpg,https://tabelog.com/fukuoka/A4001/A400102/40064905/
博多 海亭,中州,"￥6,000～￥7,999",8000,2.8,3.590624148,2.138926941,0.714285714,1.342465753,1.184931507,https://tblg.k-img.com/restaurant/images/Rvw/251443/640x640_rect_53b062f5a56c7ff0255abeccad708cba.jpg,https://tabelog.com/fukuoka/A4001/A400102/40002149/
博多味処 灯,中州,"￥4,000～￥4,999",5000,2.8,4.821934928,1.438333333,0.714285714,1.142857143,1.357142857,https://tblg.k-img.com/restaurant/images/Rvw/207519/640x640_rect_90580c285a2a12c56ae99e78faf79acc.jpg,https://tabelog.com/fukuoka/A4001/A400102/40044922/
王餃子,中州,"￥2,000～￥2,999",3000,2.7,4.271497151,2.075510204,0.714285714,1,1.520408163,https://tblg.k-img.com/restaurant/images/Rvw/268092/640x640_rect_0f33898b8804fd5691b80bbbf92b9cf3.jpg,https://tabelog.com/fukuoka/A4001/A400102/40000183/
鳥善  西中洲別館,中州,"￥6,000～￥7,999",8000,2.7,4.281284827,1.469065657,0.714285714,1.909090909,1.560606061,https://tblg.k-img.com/restaurant/images/Rvw/253824/640x640_rect_f85c23d9b7bf5b445a0b9453a51eb901.jpg,https://tabelog.com/fukuoka/A4001/A400102/40005661/
飯屋 楽,中州,"￥5,000～￥5,999",6000,2.6,3.440797891,1.157905983,0.714285714,1.448717949,1.269230769,https://tblg.k-img.com/restaurant/images/Rvw/29225/640x640_rect_29225568.jpg,https://tabelog.com/fukuoka/A4001/A400102/40005518/
博多もつ鍋 前田屋 リバーサイド中洲店,中州,"￥4,000～￥4,999",5000,2.6,4.500191674,1.805555556,0.964912281,1,1.377192982,https://tblg.k-img.com/restaurant/images/Rvw/239519/640x640_rect_a238e3c01accb68221b04bd32119b002.jpg,https://tabelog.com/fukuoka/A4001/A400102/40048491/
味噌汁田,中州,"￥4,000～￥4,999",5000,2.55,3.513032404,2.670218579,0.714285714,1.491803279,1.81147541,https://tblg.k-img.com/restaurant/images/Rvw/175326/640x640_rect_189f4d05e611cf0d2c98dc91f253b7db.jpg,https://tabelog.com/fukuoka/A4001/A400102/40012700/
ぢどり屋 多門通り店,中州,"￥4,000～￥4,999",5000,2.55,4.812450547,1.730952381,0.714285714,1,0.704081633,https://tblg.k-img.com/restaurant/images/Rvw/261143/640x640_rect_24e6a7bf0df47de5ed98c4b160cb80e0.jpg,https://tabelog.com/fukuoka/A4001/A400102/40037823/
ジェリービーンズ,中州,"￥8,000～￥9,999",10000,2.55,3.605568832,1.395052083,0.714285714,1.625,0.5,https://tblg.k-img.com/restaurant/images/Rvw/220753/640x640_rect_404579dce5a04dfec55175f5d35646db.jpg,https://tabelog.com/fukuoka/A4001/A400102/40046098/
THE LIVELY KITCHEN FUKUOKA HAKATA,中州,"￥6,000～￥7,999",8000,2.5,4.524449762,1.980729167,3.75,1.75,1.625,https://tblg.k-img.com/restaurant/images/Rvw/142068/640x640_rect_142068872.jpg,https://tabelog.com/fukuoka/A4001/A400102/40051863/
おかず家 由ん,中州,"￥10,000～￥14,999",15000,2.5,4.799102292,1.244166667,0.714285714,1.333333333,1.5,https://tblg.k-img.com/restaurant/images/Rvw/269750/640x640_rect_1d99f3b108c5ec8d59a12f2bc17fdc71.jpg,https://tabelog.com/fukuoka/A4001/A400102/40042182/
ホウテン食堂 奉天本家,中州,"￥1,000～￥1,999",2000,2.45,3.650193123,1.825,0.714285714,1.054347826,0.5,https://tblg.k-img.com/restaurant/images/Rvw/265346/640x640_rect_03d65cb96ea2f4093e6243111dd6c1f1.jpg,https://tabelog.com/fukuoka/A4001/A400102/40000394/
酒一番,中州,"￥3,000～￥3,999",4000,2.45,4.196081313,3.062596899,0.880398671,1.348837209,1.081395349,https://tblg.k-img.com/restaurant/images/Rvw/269123/640x640_rect_4cc8aa1f8af3c62d70a5cd4f28383acd.jpg,https://tabelog.com/fukuoka/A4001/A400102/40002107/
鉄なべ であい橋店,中州,"￥2,000～￥2,999",3000,2.4,3.63849644,1.855555556,0.714285714,1.364583333,0.708333333,https://tblg.k-img.com/restaurant/images/Rvw/6905/640x640_rect_6905305.jpg,https://tabelog.com/fukuoka/A4001/A400102/40001517/
一富,中州,"￥4,000～￥4,999",5000,2.4,3.343256009,3.547777778,0.714285714,1.4,2.5,https://tblg.k-img.com/restaurant/images/Rvw/86323/640x640_rect_86323422.jpg,https://tabelog.com/fukuoka/A4001/A400102/40014859/
コットン・フィールズ,中州,"￥2,000～￥2,999",3000,2.35,3.50402686,3.176689189,1.1003861,1.202702703,0.635135135,https://tblg.k-img.com/restaurant/images/Rvw/10970/10970923.jpg,https://tabelog.com/fukuoka/A4001/A400102/40004877/
豚そば 月や,中州,"￥1,000～￥1,999",2000,2.35,4.598311918,1.364300412,1.0670194,1.12345679,0.62345679,https://tblg.k-img.com/restaurant/images/Rvw/267995/640x640_rect_6686d6d787a2594ea77597666785d7c6.jpg,https://tabelog.com/fukuoka/A4001/A400102/40065848/
ケンゾーカフェ,中州,"￥3,000～￥3,999",4000,2.3,3.037213048,1.945769231,0.934065934,1.076923077,0.807692308,https://tblg.k-img.com/restaurant/images/Rvw/8394/640x640_rect_8394947.jpg,https://tabelog.com/fukuoka/A4001/A400102/40003592/
兼平鮮魚店 中洲川端店,中州,"￥6,000～￥7,999",8000,2.3,2.445352617,1.086904762,0.714285714,1.119047619,0.738095238,https://tblg.k-img.com/restaurant/images/Rvw/269120/640x640_rect_89800c915911a7fcf922e00c9d0503f3.jpg,https://tabelog.com/fukuoka/A4001/A400102/40004026/
on A TABLE,中州,"￥6,000～￥7,999",8000,2.3,4.039653223,1.890851449,1.645962733,1.760869565,1.695652174,https://tblg.k-img.com/restaurant/images/Rvw/262026/640x640_rect_72c15ae4fdcb07b0a55e5856620b30f5.jpg,https://tabelog.com/fukuoka/A4001/A400102/40037436/
牛もつ鍋 川端,中州,"￥4,000～￥4,999",5000,2.3,4.595268793,1.925320513,0.714285714,1.192307692,1.141025641,https://tblg.k-img.com/restaurant/images/Rvw/255205/640x640_rect_ec81a2d0d0c5d8b4a81d2755b4541fa9.jpg,https://tabelog.com/fukuoka/A4001/A400102/40013833/
麺処 恭や,中州,"￥1,000～￥1,999",2000,2.25,4.312135131,1.808806818,0.714285714,1.113636364,0.727272727,https://tblg.k-img.com/restaurant/images/Rvw/261998/640x640_rect_82f5d90e6d15ecddd9bdf53663ae051c.jpg,https://tabelog.com/fukuoka/A4001/A400102/40032703/
ぞうすいの店 お通 中洲店,中州,"￥1,000～￥1,999",2000,2.25,4.044843506,1.431924883,0.714285714,1,0.781690141,https://tblg.k-img.com/restaurant/images/Rvw/270706/640x640_rect_3da51d001186746465a74f4d83f03e6f.jpg,https://tabelog.com/fukuoka/A4001/A400102/40002679/
中洲 あほう鳥 本店,中州,"￥5,000～￥5,999",6000,2.2,4.387183355,4.3875,1.011904762,1.833333333,4.041666667,https://tblg.k-img.com/restaurant/images/Rvw/7053/640x640_rect_7053559.jpg,https://tabelog.com/fukuoka/A4001/A400102/40001650/
司,中州,"￥2,000～￥2,999",3000,2.2,3.745131819,2.566569767,1.046511628,1.290697674,1.081395349,https://tblg.k-img.com/restaurant/images/Rvw/248439/640x640_rect_9d89a5952e7105b324bf9c678edf3f66.jpg,https://tabelog.com/fukuoka/A4001/A400102/40005719/
博多もつ鍋　梟,中州,"￥4,000～￥4,999",5000,2.15,3.710169306,1.246078431,0.714285714,1.735294118,0.794117647,https://tblg.k-img.com/restaurant/images/Rvw/247271/640x640_rect_5a8277b9ed147d320b29ff667387a59c.jpg,https://tabelog.com/fukuoka/A4001/A400102/40004866/
串揚げ 串匠 下川端店,中州,"￥4,000～￥4,999",5000,2.15,4.822079295,1.897303922,0.714285714,1.147058824,1.970588235,https://tblg.k-img.com/restaurant/images/Rvw/220177/640x640_rect_afdb34f334eb913733d0e51a84cd8bb5.jpg,https://tabelog.com/fukuoka/A4001/A400102/40058525/
ニクスイハヤト,中州,"￥1,000～￥1,999",2000,2.1,3.902596968,1.94702381,0.969387755,1,0.678571429,https://tblg.k-img.com/restaurant/images/Rvw/266797/640x640_rect_1a5a0deccb1b5d3ea9b6c74479ee36a1.jpg,https://tabelog.com/fukuoka/A4001/A400102/40048412/
もつ焼 狼煙 博多上川端本陣,中州,"￥2,000～￥2,999",3000,2.1,3.912665038,1.857207207,0.714285714,1,1.310810811,https://tblg.k-img.com/restaurant/images/Rvw/265030/640x640_rect_eea4df3f92f2670efa36ad862c4faa41.jpg,https://tabelog.com/fukuoka/A4001/A400102/40062711/
MORRIS'HIPPO 博多リバレイン店,中州,"￥2,000～￥2,999",3000,2,4.341666939,2.067763158,1.278195489,1.065789474,0.763157895,https://tblg.k-img.com/restaurant/images/Rvw/251513/640x640_rect_f98c7e185b51c17dfe79ad0e64fc29ed.jpg,https://tabelog.com/fukuoka/A4001/A400102/40032587/
酔灯屋 祇園店,中州,"￥5,000～￥5,999",6000,2,3.539493833,2.001176471,0.714285714,1.176470588,1.088235294,https://tblg.k-img.com/restaurant/images/Rvw/265538/640x640_rect_4305d05e21c906d7044008d72dbe633e.jpg,https://tabelog.com/fukuoka/A4001/A400102/40000086/
菴離,中州,"￥4,000～￥4,999",5000,2,3.987913277,2.220646766,0.92750533,2.044776119,0.947761194,https://tblg.k-img.com/restaurant/images/Rvw/249504/640x640_rect_9c4525ea9aa68eac8cbf25659bf16c7b.jpg,https://tabelog.com/fukuoka/A4001/A400102/40002004/
博多　ほてい屋 下川端町本店,中州,"￥5,000～￥5,999",6000,1.95,3.499360024,2.063013699,0.714285714,1,1.595890411,https://tblg.k-img.com/restaurant/images/Rvw/228700/640x640_rect_ec3fd80866ad81f29935a2c929bb5b14.jpg,https://tabelog.com/fukuoka/A4001/A400102/40030210/
屋台おかもと 川端店,中州,"￥3,000～￥3,999",4000,1.9,4.238683025,1.781216931,0.714285714,1,0.817460317,https://tblg.k-img.com/restaurant/images/Rvw/261347/640x640_rect_c400a45a9181efe46e754026d68742fb.jpg,https://tabelog.com/fukuoka/A4001/A400102/40058174/
はんごう雑炊の店 山,中州,"￥1,000～￥1,999",2000,1.9,4.320568705,1.801157407,0.714285714,1.138888889,0.777777778,https://tblg.k-img.com/restaurant/images/Rvw/269849/640x640_rect_2ed6e57c9eb3a79a48db3e8e9e757942.jpg,https://tabelog.com/fukuoka/A4001/A400102/40047130/
炭火・焼鳥 鶫 中洲川端店,中州,"￥4,000～￥4,999",5000,1.85,2.901545906,1.449411765,2.899159664,1.823529412,0.970588235,https://tblg.k-img.com/restaurant/images/Rvw/229066/640x640_rect_0c10d72259d03dc20d56c3aee0cdb36b.jpg,https://tabelog.com/fukuoka/A4001/A400102/40042276/
土鍋炊きごはん あさひ,中州,"￥3,000～￥3,999",4000,1.85,3.878101467,1.874281609,1.45320197,1.431034483,1.017241379,https://tblg.k-img.com/restaurant/images/Rvw/268772/640x640_rect_77761369f46128f13e0b99c9aa9f4db2.jpg,https://tabelog.com/fukuoka/A4001/A400102/40060730/
餃子のたっちゃん 中洲川端店,中州,"￥2,000～￥2,999",3000,1.8,3.857160192,2.381593407,0.714285714,1.164835165,0.5,https://tblg.k-img.com/restaurant/images/Rvw/269781/640x640_rect_b121a01ab876edba742e27850a4d70be.jpg,https://tabelog.com/fukuoka/A4001/A400102/40054705/
広島乃風 中洲店,中州,"￥3,000～￥3,999",4000,1.75,2.40858649,2.427380952,0.714285714,1.119047619,0.738095238,https://tblg.k-img.com/restaurant/images/Rvw/261812/640x640_rect_62b59ac82e383cccb2c79e77da22133b.jpg,https://tabelog.com/fukuoka/A4001/A400102/40046084/
中洲おでん,中州,"￥3,000～￥3,999",4000,1.75,4.279141465,1.835858586,0.714285714,1.151515152,0.803030303,https://tblg.k-img.com/restaurant/images/Rvw/10810/640x640_rect_10810996.jpg,https://tabelog.com/fukuoka/A4001/A400102/40005841/
居食家　まるみ,中州,"￥3,000～￥3,999",4000,1.75,4.800670613,2.275537634,0.714285714,1,1.467741935,https://tblg.k-img.com/restaurant/images/Rvw/260994/640x640_rect_192c17344e0d7db335827fd1c0c0d45d.jpg,https://tabelog.com/fukuoka/A4001/A400102/40006968/
炉端あほう鳥,中州,"￥4,000～￥4,999",5000,1.7,3.41234943,3.011944444,0.873015873,1.833333333,0.833333333,https://tblg.k-img.com/restaurant/images/Rvw/229929/640x640_rect_b3c3f078c7671a68e26d66da82079bfb.jpg,https://tabelog.com/fukuoka/A4001/A400102/40052849/
とんかつ 光 冷泉公園店,中州,"￥1,000～￥1,999",2000,1.7,3.352756765,2.120218579,0.714285714,1.081967213,0.827868852,https://tblg.k-img.com/restaurant/images/Rvw/245214/640x640_rect_3b818b0d3e95145523df75b2e74ebf7a.jpg,https://tabelog.com/fukuoka/A4001/A400102/40059438/
札幌かすそばtoてんぷら風土 博多中洲店,中州,"￥4,000～￥4,999",5000,1.7,4.016861819,2.41207483,1.005830904,1.510204082,1.112244898,https://tblg.k-img.com/restaurant/images/Rvw/256802/640x640_rect_d1c2f59d2aecf6c386e7b79f59aba0e1.jpg,https://tabelog.com/fukuoka/A4001/A400102/40061112/
天ぷら だるま いちばん,中州,"￥1,000～￥1,999",2000,1.7,3.822440351,1.930092593,0.714285714,1,1.333333333,https://tblg.k-img.com/restaurant/images/Rvw/268201/640x640_rect_55597ea296978bd809f1f12c4c16e2ba.jpg,https://tabelog.com/fukuoka/A4001/A400102/40056595/
博多ん肴屋 五六桜,中州,"￥3,000～￥3,999",4000,1.7,4.221957252,1.600277778,0.714285714,1,0.5,https://tblg.k-img.com/restaurant/images/Rvw/221816/640x640_rect_822a6f5e56118e335355f010816361bd.jpg,https://tabelog.com/fukuoka/A4001/A400102/40043828/
武ちゃん,中州,"￥1,000～￥1,999",2000,1.65,3.824384241,2.257843137,0.714285714,1,1.284313725,https://tblg.k-img.com/restaurant/images/Rvw/218729/640x640_rect_39a4ef17aac9707af481e19c04411ee2.jpg,https://tabelog.com/fukuoka/A4001/A400102/40041197/
祥茶ん,中州,"￥10,000～￥14,999",15000,1.65,4.222278298,2.058703704,0.714285714,1.111111111,1.166666667,https://tblg.k-img.com/restaurant/images/Rvw/211260/640x640_rect_a7490e13feec2802fdeeed0a2ade4fe1.jpg,https://tabelog.com/fukuoka/A4001/A400102/40000751/
一優亭 冷泉店,中州,"￥4,000～￥4,999",5000,1.6,3.960014964,2.335382514,0.714285714,1.081967213,1.319672131,https://tblg.k-img.com/restaurant/images/Rvw/264324/640x640_rect_fd7e06ba4bf700a1b5654c4494b43090.jpg,https://tabelog.com/fukuoka/A4001/A400102/40020977/
中州隠れ家のお店　炭焼　神（JIN),中州,"￥6,000～￥7,999",8000,1.6,3.661643679,1.201268116,0.714285714,1.760869565,1.152173913,https://tblg.k-img.com/restaurant/images/Rvw/210677/640x640_rect_e2c8dfbf85b1485c4d13bf3d1d09372e.jpg,https://tabelog.com/fukuoka/A4001/A400102/40048436/
博多鯖郎,中州,"￥5,000～￥5,999",6000,1.55,4.153455172,1.544166667,0.714285714,1.0625,0.75,https://tblg.k-img.com/restaurant/images/Rvw/210604/640x640_rect_3fa427eefa43d770c866e4f90eafb30f.jpg,https://tabelog.com/fukuoka/A4001/A400102/40036305/
旬菜　佐々,中州,"￥20,000～￥29,999",30000,1.55,3.995762125,1.377083333,0.714285714,1.340909091,0.727272727,https://tblg.k-img.com/restaurant/images/Rvw/240224/640x640_rect_5b5924aa69f1c03739ec2bee48412357.jpg,https://tabelog.com/fukuoka/A4001/A400102/40019688/
MASAJIN,中州,"￥5,000～￥5,999",6000,1.55,2.269300489,2.519852941,1.554621849,1.294117647,0.5,https://tblg.k-img.com/restaurant/images/Rvw/229902/640x640_rect_5a8c6797e5955ce5b1271f2cbc4ff603.jpg,https://tabelog.com/fukuoka/A4001/A400102/40042548/
ビアレストラン オークラブルワリー,中州,"￥5,000～￥5,999",6000,1.55,4.823791584,3.031060606,0.714285714,1.606060606,0.5,https://tblg.k-img.com/restaurant/images/Rvw/258115/640x640_rect_20620a37c6d27aa14a0d0b9575731ceb.jpg,https://tabelog.com/fukuoka/A4001/A400102/40043391/
牛タンと蕎麦のさえ木,中州,"￥6,000～￥7,999",8000,1.5,3.158828801,1.566517857,0.714285714,1.089285714,1.214285714,https://tblg.k-img.com/restaurant/images/Rvw/231448/640x640_rect_0500a4ad5bb07a3b53f985895a56b9e9.jpg,https://tabelog.com/fukuoka/A4001/A400102/40048444/
しゃぶしゃぶ 美食 悠太郎,中州,"￥6,000～￥7,999",8000,1.5,2.28503819,2.044892473,1.175115207,1.483870968,1.14516129,https://tblg.k-img.com/restaurant/images/Rvw/237610/640x640_rect_1aa4cab577d8ce2fc101dcdc6fd6742f.jpg,https://tabelog.com/fukuoka/A4001/A400102/40047000/
焼肉処 石原牛,中州,"￥6,000～￥7,999",8000,1.45,4.671994544,1.424858757,0.714285714,1.084745763,1.008474576,https://tblg.k-img.com/restaurant/images/Rvw/234654/640x640_rect_73f825bc7af202629b3c481ee3b35e07.jpg,https://tabelog.com/fukuoka/A4001/A400102/40056464/
あご出汁餃子 ゆでタン さんじ 中洲店,中州,"￥3,000～￥3,999",4000,1.45,3.737864029,1.245333333,0.714285714,1.3,0.9,https://tblg.k-img.com/restaurant/images/Rvw/263501/640x640_rect_4b529555b01bd51b67f290b72687229e.jpg,https://tabelog.com/fukuoka/A4001/A400102/40054062/
博多おっしょい,中州,"￥6,000～￥7,999",8000,1.45,3.341260398,1.130324074,0.714285714,1,1.888888889,https://tblg.k-img.com/restaurant/images/Rvw/246162/640x640_rect_e7bc7a0065c7882a32fe282409762fd1.jpg,https://tabelog.com/fukuoka/A4001/A400102/40055892/
石田,中州,"￥10,000～￥14,999",15000,1.4,4.593529411,2.408430233,0.880398671,1.465116279,2.825581395,https://tblg.k-img.com/restaurant/images/Rvw/244899/640x640_rect_e56c91cf98d4f8d6dc4bc636cb184be2.jpg,https://tabelog.com/fukuoka/A4001/A400102/40001825/
中洲の屋台 小島商店 feat シラチャンラーメン,中州,"￥1,000～￥1,999",2000,1.4,2.932421088,1.970138889,0.714285714,1,1.541666667,https://tblg.k-img.com/restaurant/images/Rvw/261783/640x640_rect_893ed16d10856fa0e14a863df25300fe.jpg,https://tabelog.com/fukuoka/A4001/A400102/40048426/
アイリッシュパブ・ザ・ハカタハープ,中州,"￥2,000～￥2,999",3000,1.4,4.483452787,3.126697531,0.714285714,1.740740741,1.796296296,https://tblg.k-img.com/restaurant/images/Rvw/6974/640x640_rect_6974987.jpg,https://tabelog.com/fukuoka/A4001/A400102/40001513/
鳥善 中洲店,中州,"￥6,000～￥7,999",8000,1.4,4.439397089,1.419326241,0.714285714,1.744680851,0.925531915,https://tblg.k-img.com/restaurant/images/Rvw/254035/640x640_rect_0f6c2b41b56512280ae61c4a54e7a34a.jpg,https://tabelog.com/fukuoka/A4001/A400102/40000126/
博多牛たん たん博,中州,"￥5,000～￥5,999",6000,1.4,3.361954871,1.316666667,0.714285714,1.2,1.1,https://tblg.k-img.com/restaurant/images/Rvw/263001/640x640_rect_f31de00fe7f0929274e37ae3555e600c.jpg,https://tabelog.com/fukuoka/A4001/A400102/40037552/
博多もつ鍋 いっとく家 キャナルシティ博多前店,中州,"￥5,000～￥5,999",6000,1.25,4.240376999,2.666120219,1.416861827,1.901639344,3.12295082,https://tblg.k-img.com/restaurant/images/Rvw/255234/640x640_rect_94242e22ace3f6ab88c28d4d179efa9d.jpg,https://tabelog.com/fukuoka/A4001/A400102/40058913/
肉炉端マウンテン,中州,"￥5,000～￥5,999",6000,1.25,4.361738183,1.113125,1.071428571,1.125,1,https://tblg.k-img.com/restaurant/images/Rvw/176402/640x640_rect_a24cf1c0f87e016d069815894aa1cbe6.jpg,https://tabelog.com/fukuoka/A4001/A400102/40043586/
かわのそば,中州,"￥1,000～￥1,999",2000,1.25,3.327654997,1.795343137,1.134453782,1.147058824,0.5,https://tblg.k-img.com/restaurant/images/Rvw/265346/640x640_rect_1e9451c13cb9d0a1a0eec9fee6c4a062.jpg,https://tabelog.com/fukuoka/A4001/A400102/40057733/
岩兵衛,中州,"￥3,000～￥3,999",4000,1.2,4.095049748,2.517342342,0.714285714,1,0.5,https://tblg.k-img.com/restaurant/images/Rvw/141377/640x640_rect_141377850.jpg,https://tabelog.com/fukuoka/A4001/A400102/40022377/
オレズ・マガラズ 須崎店,中州,"￥1,000～￥1,999",2000,1.2,3.411400125,3.498423423,0.714285714,1,1.851351351,https://tblg.k-img.com/restaurant/images/Rvw/18390/640x640_rect_18390700.jpg,https://tabelog.com/fukuoka/A4001/A400102/40031144/
博多かんべえ 中洲邸,中州,"￥8,000～￥9,999",10000,1.05,3.621301202,1.476296296,1.031746032,1.555555556,0.944444444,https://tblg.k-img.com/restaurant/images/Rvw/269411/640x640_rect_cd27e52f9118b5e75f6f0dcd05c9b369.jpg,https://tabelog.com/fukuoka/A4001/A400102/40032503/
一鶴 博多中洲店,中州,"￥2,000～￥2,999",3000,0.95,4.812344018,2.530116959,0.714285714,1.263157895,0.850877193,https://tblg.k-img.com/restaurant/images/Rvw/259189/640x640_rect_5fd256ff2e21d41eae25be6a511766e2.jpg,https://tabelog.com/fukuoka/A4001/A400102/40058175/
博多屋台中洲十番,中州,"￥2,000～￥2,999",3000,0.95,2.928234237,1.474122807,0.714285714,1,1.026315789,https://tblg.k-img.com/restaurant/images/Rvw/244004/640x640_rect_8d2f3e35410ab92ae28ff870ab06a827.jpg,https://tabelog.com/fukuoka/A4001/A400102/40048415/
博多中洲 遊食亭,中州,"￥5,000～￥5,999",6000,0.85,3.055324209,1.463773148,0.714285714,1.208333333,1.055555556,https://tblg.k-img.com/restaurant/images/Rvw/263637/640x640_rect_2ff8fe62b434bec7eb6234c84c23cd3f.jpg,https://tabelog.com/fukuoka/A4001/A400102/40001494/
ウエスト ゲイツ店,中州,"￥1,000～￥1,999",2000,0.75,4.789175198,2.343877551,0.714285714,1,1.316326531,https://tblg.k-img.com/restaurant/images/Rvw/267509/640x640_rect_b4ac02e41a777afd794888b46cbcdc8b.jpg,https://tabelog.com/fukuoka/A4001/A400102/40054154/
築地すし鮮 中洲川端駅店,中州,"￥3,000～￥3,999",4000,0.55,3.974564619,1.374253731,0.714285714,1.373134328,0.947761194,https://tblg.k-img.com/restaurant/images/Rvw/267502/640x640_rect_20ccca0b22a6d9ea3948bf9aa65597a8.jpg,https://tabelog.com/fukuoka/A4001/A400102/40005542/
寅火,中州,"￥4,000～￥4,999",5000,0.55,4.113642507,1.958006536,0.714285714,1.294117647,0.5,https://tblg.k-img.com/restaurant/images/Rvw/239884/640x640_rect_b7130e905eef7b9992933de82b519ae1.jpg,https://tabelog.com/fukuoka/A4001/A400102/40031489/
博多にらそば 熊楠家 中洲本店,中州,～￥999,1000,0.55,3.613434873,1.57,0.714285714,1,0.5,https://tblg.k-img.com/restaurant/images/Rvw/255181/640x640_rect_46cc7c83bda22f3188e78faae1fc50eb.jpg,https://tabelog.com/fukuoka/A4001/A400102/40060539/
元祖 中洲屋台ラーメン 一番一竜 川端店,中州,"￥1,000～￥1,999",2000,0.4,4.262513748,1.728482587,0.714285714,1,0.798507463,https://tblg.k-img.com/restaurant/images/Rvw/265704/640x640_rect_17bb2ec436ce279df30c6b0f02996373.jpg,https://tabelog.com/fukuoka/A4001/A400102/40004194/
屋台　丸十,中州,"￥1,000～￥1,999",2000,0.4,2.956251768,2.39547619,0.714285714,1,0.5,https://tblg.k-img.com/restaurant/images/Rvw/256814/640x640_rect_7b43104695bc003bd76374f56ced88ee.jpg,https://tabelog.com/fukuoka/A4001/A400102/40026205/
磯丸水産 中洲川端店,中州,"￥3,000～￥3,999",4000,0.35,2.515314288,1.873571429,0.714285714,1.071428571,1.642857143,https://tblg.k-img.com/restaurant/images/Rvw/260517/640x640_rect_cdcb2e27b013e4762fc00ebdcc13bb34.jpg,https://tabelog.com/fukuoka/A4001/A400102/40046109/
es ROOFTOP GARDEN BAGUS NAKASU,中州,"￥3,000～￥3,999",4000,0.3,3.655462674,1.704228856,2.846481876,2.044776119,0.947761194,https://tblg.k-img.com/restaurant/images/Rvw/266221/640x640_rect_9c7847c56da230959f2edb262cfe56cd.jpg,https://tabelog.com/fukuoka/A4001/A400102/40038180/
竹乃屋 川端店,中州,"￥4,000～￥4,999",5000,0.3,3.533210702,1.858928571,0.714285714,1.446428571,0.678571429,https://tblg.k-img.com/restaurant/images/Rvw/224955/640x640_rect_337da4b5624dcf44b5057d6e020d003f.jpg,https://tabelog.com/fukuoka/A4001/A400102/40029737/
たんか 清川本店,天神,"￥6,000～￥7,999",8000,3.75,4.106107102,2.497558923,0.714285714,1.303030303,0.702020202,https://tblg.k-img.com/restaurant/images/Rvw/99985/640x640_rect_99985046.jpg,https://tabelog.com/fukuoka/A4001/A400103/40021035/
