store_name,place,range_money,max_money,star_score_re,posi_nega_score_re,satisfy_score_re,insta_score_re,calm_score_re,service_score_re,picture_url,link_url
Pinseria Disco,天神,"￥5,000～￥5,999",6000,2,4.084126239,1.639155251,1.301369863,1.205479452,1.595890411,https://tblg.k-img.com/restaurant/images/Rvw/253668/640x640_rect_9c0cda395ab08c451b59fc9afebfb0ef.jpg,https://tabelog.com/fukuoka/A4001/A400103/40060066/
レッドフランマ,天神,"￥6,000～￥7,999",8000,2,4.147366214,2.238888889,2.142857143,1.833333333,1.666666667,https://tblg.k-img.com/restaurant/images/Rvw/246644/640x640_rect_4c50f5e58b28cfc8713745e08b617b07.jpg,https://tabelog.com/fukuoka/A4001/A400103/40049405/
だるま屋,天神,"￥3,000～￥3,999",4000,2,3.725998767,1.836695906,0.714285714,1.175438596,0.675438596,https://tblg.k-img.com/restaurant/images/Rvw/266613/640x640_rect_2b18ca62ba7c0a810491963a67d964f6.jpg,https://tabelog.com/fukuoka/A4001/A400103/40001384/
天ぷらと肴うみの,天神,"￥3,000～￥3,999",4000,2,4.077083452,1.951909722,0.714285714,1.104166667,0.708333333,https://tblg.k-img.com/restaurant/images/Rvw/262704/640x640_rect_064ba5af5aa5a4218516d900effef078.jpg,https://tabelog.com/fukuoka/A4001/A400103/40060064/
焼肉 アカタン,天神,"￥6,000～￥7,999",8000,2,3.987541954,2.716472868,1.710963455,1.930232558,1.895348837,https://tblg.k-img.com/restaurant/images/Rvw/233904/640x640_rect_7282454a46861ca7f12fa5b46d501fe4.jpg,https://tabelog.com/fukuoka/A4001/A400103/40062166/
今日も大漁！天神 大晴海,天神,"￥2,000～￥2,999",3000,1.95,2.939887228,2.000686275,0.714285714,1.176470588,0.735294118,https://tblg.k-img.com/restaurant/images/Rvw/256774/640x640_rect_f5c08844ccdf1875307f44df00ea1ee5.jpg,https://tabelog.com/fukuoka/A4001/A400103/40055841/
もつ鍋専門店 元祖もつ鍋楽天地 天神今泉総本店,天神,"￥3,000～￥3,999",4000,1.95,1.74338071,1.264155251,0.714285714,1,1.321917808,https://tblg.k-img.com/restaurant/images/Rvw/248172/640x640_rect_f38e81e74e09f6b94dfaf275d13f1731.jpg,https://tabelog.com/fukuoka/A4001/A400103/40046191/
酒膳町家 暮れ六つ,天神,"￥6,000～￥7,999",8000,1.95,3.335818092,1.886111111,1.111111111,3.916666667,1.888888889,https://tblg.k-img.com/restaurant/images/Rvw/206652/640x640_rect_4cad4a14ce3e9ffbe6f617b52d424c8e.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002829/
ビアパディ　フクオカ,天神,"￥3,000～￥3,999",4000,1.95,4.243785365,4.127150538,0.714285714,1.322580645,2.112903226,https://tblg.k-img.com/restaurant/images/Rvw/73124/640x640_rect_fe2f23e808c84667c7bb6bb5cc9c192b.jpg,https://tabelog.com/fukuoka/A4001/A400103/40032708/
Manly,天神,"￥2,000～￥2,999",3000,1.9,4.216118223,1.553019324,1.335403727,1.362318841,1.514492754,https://tblg.k-img.com/restaurant/images/Rvw/80726/640x640_rect_80726428.jpg,https://tabelog.com/fukuoka/A4001/A400103/40020982/
ケバブバー アンプル,天神,"￥3,000～￥3,999",4000,1.9,2.830921146,1.430333333,2.047619048,1.2,0.766666667,https://tblg.k-img.com/restaurant/images/Rvw/268339/640x640_rect_fb52a933202a7078f6764e5498e8443d.jpg,https://tabelog.com/fukuoka/A4001/A400103/40032732/
鉄板屋 いっちゃん,天神,"￥4,000～￥4,999",5000,1.9,2.834841188,2.113818565,0.714285714,1.253164557,0.5,https://tblg.k-img.com/restaurant/images/Rvw/248679/640x640_rect_86d018249219f5b6500ef6b280236b24.jpg,https://tabelog.com/fukuoka/A4001/A400103/40025586/
ユメキチワイン,天神,"￥4,000～￥4,999",5000,1.9,3.808000742,2.986502347,1.317907445,3.253521127,0.64084507,https://tblg.k-img.com/restaurant/images/Rvw/199420/640x640_rect_a3e7779e16f8304d327e4df097c9afe1.jpg,https://tabelog.com/fukuoka/A4001/A400103/40019006/
一やのごはん 春吉店,天神,～￥999,1000,1.9,4.54618547,1.946212121,0.714285714,1.075757576,0.651515152,https://tblg.k-img.com/restaurant/images/Rvw/32527/640x640_rect_32527737.jpg,https://tabelog.com/fukuoka/A4001/A400103/40016377/
屋台屋ぴょんきち,天神,"￥2,000～￥2,999",3000,1.9,2.95809218,2.337356322,0.714285714,1.25862069,1.189655172,https://tblg.k-img.com/restaurant/images/Rvw/266206/640x640_rect_9ba1b25dd3c9d8dfce1f7f79edeee22d.jpg,https://tabelog.com/fukuoka/A4001/A400103/40025825/
カフェ&バー チーズ,天神,"￥3,000～￥3,999",4000,1.9,3.309577729,2.169736842,0.964912281,2.754385965,1.026315789,https://tblg.k-img.com/restaurant/images/Rvw/25013/640x640_rect_25013727.jpg,https://tabelog.com/fukuoka/A4001/A400103/40028777/
焼き鳥ワイン酒場 TORI−BUDOU 今泉本店,天神,"￥5,000～￥5,999",6000,1.9,4.824534803,1.710648148,2.830687831,2.296296296,1.240740741,https://tblg.k-img.com/restaurant/images/Rvw/265645/640x640_rect_4f2e8e6b3e59c3f4f7f32510054ba78f.jpg,https://tabelog.com/fukuoka/A4001/A400103/40051079/
天神黒毛流 焼肉 参星,天神,"￥6,000～￥7,999",8000,1.85,1.643545428,1.812280702,1.315789474,1.315789474,1.026315789,https://tblg.k-img.com/restaurant/images/Rvw/268711/640x640_rect_6edf42e2e0da6d22b5d13b984dff6a72.jpg,https://tabelog.com/fukuoka/A4001/A400103/40044600/
博多炉端 炉邸,天神,"￥6,000～￥7,999",8000,1.85,2.034117034,1.460680751,1.720321932,1.633802817,1.204225352,https://tblg.k-img.com/restaurant/images/Rvw/256576/640x640_rect_8f3a58f3258fb7e9e05ec63710d82290.jpg,https://tabelog.com/fukuoka/A4001/A400103/40046393/
トラットリア・ヒッコリー,天神,"￥3,000～￥3,999",4000,1.85,3.716896769,2.475100402,0.886402754,1.421686747,0.740963855,https://tblg.k-img.com/restaurant/images/Rvw/248484/640x640_rect_d96c2df34827ec06234abac40e94f9bb.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002637/
ちんぷんかんぷん 春吉店,天神,"￥5,000～￥5,999",6000,1.85,4.154880974,1.838081395,0.880398671,2.162790698,1.895348837,https://tblg.k-img.com/restaurant/images/Rvw/248869/640x640_rect_750850738498dd0483ab0ac3a436392b.jpg,https://tabelog.com/fukuoka/A4001/A400103/40032363/
kawara CAFE＆DINING -FORWARD- 福岡PARCO店,天神,"￥1,000～￥1,999",2000,1.85,4.332151547,1.945238095,1.827458256,1.714285714,1.279220779,https://tblg.k-img.com/restaurant/images/Rvw/208477/640x640_rect_a289c2e3a2cc73d0426ecd164da9332d.jpg,https://tabelog.com/fukuoka/A4001/A400103/40038055/
鉄板焼酒場いくら,天神,"￥4,000～￥4,999",5000,1.85,3.819549756,1.594097222,0.912698413,1.208333333,1.333333333,https://tblg.k-img.com/restaurant/images/Rvw/244601/640x640_rect_345cb6762905c9528038e686b833814c.jpg,https://tabelog.com/fukuoka/A4001/A400103/40056457/
GRAND HOURS,天神,"￥5,000～￥5,999",6000,1.85,4.742277024,2.315217391,2.577639752,2.449275362,1.224637681,https://tblg.k-img.com/restaurant/images/Rvw/212988/640x640_rect_cafe60f17df842e08df6c43412b56306.jpg,https://tabelog.com/fukuoka/A4001/A400103/40041988/
Koga,天神,"￥8,000～￥9,999",10000,1.85,3.436150861,2.459615385,1.813186813,2.41025641,2.551282051,https://tblg.k-img.com/restaurant/images/Rvw/189923/640x640_rect_099eee721b5f259ddbb286e3d15e9b11.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003201/
三九酒場 けごむす 天神店,天神,"￥1,000～￥1,999",2000,1.85,4.38189029,2.266666667,0.714285714,1,0.987804878,https://tblg.k-img.com/restaurant/images/Rvw/252736/640x640_rect_2bf0aaca3420f77155d8315f3974901d.jpg,https://tabelog.com/fukuoka/A4001/A400103/40061274/
てんてん亭,天神,"￥3,000～￥3,999",4000,1.85,4.319197217,2.027777778,0.714285714,1.416666667,0.5,https://tblg.k-img.com/restaurant/images/Rvw/269909/640x640_rect_5db66200ba2b4e059603e3b5c9a0f69a.jpg,https://tabelog.com/fukuoka/A4001/A400103/40013756/
博多らーめん Shin-Shin 福岡PARCO店,天神,"￥1,000～￥1,999",2000,1.8,4.029174349,1.88203125,0.714285714,1.052083333,0.5,https://tblg.k-img.com/restaurant/images/Rvw/262616/640x640_rect_c51c6fef98905a961c922f4c44bad0dc.jpg,https://tabelog.com/fukuoka/A4001/A400103/40056500/
とりかわ家,天神,"￥4,000～￥4,999",5000,1.8,2.391348576,1.325729167,0.714285714,1.125,0.875,https://tblg.k-img.com/restaurant/images/Rvw/246307/640x640_rect_969fc7a30d3220f83ca86034e68a41f4.jpg,https://tabelog.com/fukuoka/A4001/A400103/40024667/
博多海鮮食堂 魚吉,天神,"￥1,000～￥1,999",2000,1.8,3.210872834,1.988461538,0.714285714,1.064102564,0.756410256,https://tblg.k-img.com/restaurant/images/Rvw/243762/640x640_rect_62135d73793d38fc3f810c659a273516.jpg,https://tabelog.com/fukuoka/A4001/A400103/40043030/
すし酒場さしす 天神店,天神,"￥3,000～￥3,999",4000,1.8,3.829591155,2.198989899,0.930735931,1.151515152,0.803030303,https://tblg.k-img.com/restaurant/images/Rvw/251102/640x640_rect_53c0fc437bb380064ad3d27399e62a53.jpg,https://tabelog.com/fukuoka/A4001/A400103/40058994/
炉端割烹 主海,天神,"￥6,000～￥7,999",8000,1.8,4.291334798,1.457230392,1.134453782,1.514705882,1.088235294,https://tblg.k-img.com/restaurant/images/Rvw/245825/640x640_rect_7fe67029ae45f03773e031cd6a24a962.jpg,https://tabelog.com/fukuoka/A4001/A400103/40043402/
ひつじ家。,天神,"￥5,000～￥5,999",6000,1.8,4.091202209,2.392888889,1.095238095,1.2,1.033333333,https://tblg.k-img.com/restaurant/images/Rvw/203903/640x640_rect_9feca691fb64a04b4f1f5d3ca82235bd.jpg,https://tabelog.com/fukuoka/A4001/A400103/40000306/
博多やさい巻き串 虎乃家,天神,"￥5,000～￥5,999",6000,1.8,3.591653541,2.008712121,0.714285714,1.833333333,1.257575758,https://tblg.k-img.com/restaurant/images/Rvw/243086/640x640_rect_6077b9459241199f7f182a96a73dbc3c.jpg,https://tabelog.com/fukuoka/A4001/A400103/40032075/
屋台まみちゃん,天神,"￥1,000～￥1,999",2000,1.8,3.763853382,2.658816425,0.714285714,1,2.094202899,https://tblg.k-img.com/restaurant/images/Rvw/234908/640x640_rect_53b0399f698c5c266e4fa1a6e65aaa12.jpg,https://tabelog.com/fukuoka/A4001/A400103/40025198/
サンチョ・パンサ,天神,"￥5,000～￥5,999",6000,1.8,3.901022357,3.5397343,1.128364389,1.869565217,1.224637681,https://tblg.k-img.com/restaurant/images/Rvw/228056/640x640_rect_b674fdde04abfe43354ebbc14df9e26a.jpg,https://tabelog.com/fukuoka/A4001/A400103/40001846/
西中洲 海鮮酒場 すぅ,天神,"￥6,000～￥7,999",8000,1.8,3.608636117,1.378672316,0.714285714,1.593220339,1.516949153,https://tblg.k-img.com/restaurant/images/Rvw/262560/640x640_rect_49059b7e330a43f2bd8e65668cfc9303.jpg,https://tabelog.com/fukuoka/A4001/A400103/40061266/
雄屋 わさび,天神,"￥5,000～￥5,999",6000,1.8,4.798652121,2.435519126,1.416861827,4.114754098,0.827868852,https://tblg.k-img.com/restaurant/images/Rvw/41874/640x640_rect_41874725.jpg,https://tabelog.com/fukuoka/A4001/A400103/40006616/
とりかわ宝家,天神,"￥2,000～￥2,999",3000,1.8,4.15760234,2.024228395,0.714285714,1,0.87037037,https://tblg.k-img.com/restaurant/images/Rvw/79829/640x640_rect_79829618.jpg,https://tabelog.com/fukuoka/A4001/A400103/40028401/
享楽,天神,"￥4,000～￥4,999",5000,1.8,3.873754173,3.141156463,0.714285714,1.306122449,0.704081633,https://tblg.k-img.com/restaurant/images/Rvw/248784/640x640_rect_9b96f9e4aa8e733de841edf98e17cd97.jpg,https://tabelog.com/fukuoka/A4001/A400103/40008203/
立ち呑みとラーメン れんげ,天神,"￥1,000～￥1,999",2000,1.8,3.049334513,2.529861111,0.714285714,1.277777778,1.055555556,https://tblg.k-img.com/restaurant/images/Rvw/266502/640x640_rect_c37f8e1560d96e21e64d7fcc50d704b0.jpg,https://tabelog.com/fukuoka/A4001/A400103/40066307/
けご鉄板 タナてつ,天神,"￥3,000～￥3,999",4000,1.8,4.821481952,2.95304878,2.804878049,2.707317073,1.231707317,https://tblg.k-img.com/restaurant/images/Rvw/264235/640x640_rect_28b8e8763ef297909f125989f4cbfce6.jpg,https://tabelog.com/fukuoka/A4001/A400103/40035049/
大衆ホルモン肉力屋 今泉店,天神,"￥4,000～￥4,999",5000,1.8,4.052522162,4.099822695,0.714285714,1.212765957,4.329787234,https://tblg.k-img.com/restaurant/images/Rvw/258626/640x640_rect_daf23d40c4b96c2a8ddb0791a0a935e8.jpg,https://tabelog.com/fukuoka/A4001/A400103/40064025/
七之助,天神,"￥4,000～￥4,999",5000,1.8,4.822359583,2.176944444,1.19047619,2.666666667,0.833333333,https://tblg.k-img.com/restaurant/images/Rvw/250673/640x640_rect_c98fc8a7f0b1e49bb6ef462caae794e9.jpg,https://tabelog.com/fukuoka/A4001/A400103/40018798/
バール　ヴィータ,天神,"￥3,000～￥3,999",4000,1.75,4.113966293,1.761074561,1.090225564,1.263157895,0.894736842,https://tblg.k-img.com/restaurant/images/Rvw/260928/640x640_rect_c9c760bc0fefeea75a1f0122cbb4bef3.jpg,https://tabelog.com/fukuoka/A4001/A400103/40027536/
#602 CAFE&DINER 福岡ソラリアプラザ店,天神,"￥1,000～￥1,999",2000,1.75,3.581667369,1.873544974,2.074829932,1.238095238,1.452380952,https://tblg.k-img.com/restaurant/images/Rvw/247800/640x640_rect_e7941696c5d5c3859fed6a69d15b98e7.jpg,https://tabelog.com/fukuoka/A4001/A400103/40036698/
アフター ザ レイン,天神,"￥3,000～￥3,999",4000,1.75,3.533386073,3.54811828,1.175115207,1.322580645,1.14516129,https://tblg.k-img.com/restaurant/images/Rvw/241525/640x640_rect_0904271a5416df504a81c4620fba65e8.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002514/
とり屋台,天神,"￥2,000～￥2,999",3000,1.75,4.43298995,1.909057971,0.714285714,1.108695652,0.717391304,https://tblg.k-img.com/restaurant/images/Rvw/258876/640x640_rect_d243d437aa3812c11234db8ebcc9caf9.jpg,https://tabelog.com/fukuoka/A4001/A400103/40020634/
スタンドうみねこ yoca,天神,"￥1,000～￥1,999",2000,1.75,3.866936596,1.773903509,1.090225564,1.131578947,0.763157895,https://tblg.k-img.com/restaurant/images/Rvw/243285/640x640_rect_7cce7fc112b92127165abe8ab89a6792.jpg,https://tabelog.com/fukuoka/A4001/A400103/40058096/
タイ屋台料理ガムランディー ソラリアプラザ店,天神,"￥1,000～￥1,999",2000,1.75,2.337015031,2.065340909,0.714285714,1,0.954545455,https://tblg.k-img.com/restaurant/images/Rvw/267714/640x640_rect_9512c9500236bb020ff8e75e2206ce8e.jpg,https://tabelog.com/fukuoka/A4001/A400103/40059218/
SPICE＆CLASH&ROCK'N'ROLL feat. 博多男前焼鳥闇よだれ,天神,"￥3,000～￥3,999",4000,1.75,4.309740842,3.040714286,1.12244898,1,0.5,https://tblg.k-img.com/restaurant/images/Rvw/266751/640x640_rect_fd22654b4835a98ef6948c6ffad294a2.jpg,https://tabelog.com/fukuoka/A4001/A400103/40037983/
GRANDMIRAGE WHOLE NOTE CAFE,天神,"￥1,000～￥1,999",2000,1.7,3.264669803,1.649895833,2.142857143,1.375,0.875,https://tblg.k-img.com/restaurant/images/Rvw/263353/640x640_rect_dd70888fbb8d7069bb9f007e27b3d473.jpg,https://tabelog.com/fukuoka/A4001/A400103/40045375/
ビアレストラン Pubキリン 天神ビル店,天神,"￥3,000～￥3,999",4000,1.7,3.295691932,2.678452381,0.918367347,1.285714286,0.5,https://tblg.k-img.com/restaurant/images/Rvw/269588/640x640_rect_dfa392cf9c08fb754ff4c575150e9d1c.jpg,https://tabelog.com/fukuoka/A4001/A400103/40001240/
博多 喜多郎寿し,天神,"￥8,000～￥9,999",10000,1.7,2.691547388,1.431740196,1.344537815,1.661764706,1.823529412,https://tblg.k-img.com/restaurant/images/Rvw/248610/640x640_rect_3cb5a5f250fa6f3452ddc25ff7886a1c.jpg,https://tabelog.com/fukuoka/A4001/A400103/40061828/
New Style,天神,"￥3,000～￥3,999",4000,1.7,3.490485777,2.26558642,3.35978836,1.277777778,2.722222222,https://tblg.k-img.com/restaurant/images/Rvw/231314/640x640_rect_3f59b223240633f1782e3297740e0677.jpg,https://tabelog.com/fukuoka/A4001/A400103/40040900/
今泉のよる,天神,"￥3,000～￥3,999",4000,1.7,3.935375478,1.844565217,1.02484472,1.217391304,0.717391304,https://tblg.k-img.com/restaurant/images/Rvw/270375/640x640_rect_d86119c8411c048336744ee75781a014.jpg,https://tabelog.com/fukuoka/A4001/A400103/40055071/
ISOKAJI,天神,"￥3,000～￥3,999",4000,1.7,4.824395944,2.356944444,0.714285714,1.277777778,0.5,https://tblg.k-img.com/restaurant/images/Rvw/232782/640x640_rect_be595022abf386c8257e16d7378ae81e.jpg,https://tabelog.com/fukuoka/A4001/A400103/40060530/
イタリアン×ワールドダイナー ヤミーガーデン 天神今泉店,天神,"￥4,000～￥4,999",5000,1.7,4.025416914,1.776111111,1.666666667,1.222222222,0.944444444,https://tblg.k-img.com/restaurant/images/Rvw/229804/640x640_rect_d4b06f63d79c718dca7d378f35c575ab.jpg,https://tabelog.com/fukuoka/A4001/A400103/40052136/
福岡 博多焼き鳥 元祖 ねぎ肝屋,天神,"￥3,000～￥3,999",4000,1.7,2.3703998,1.421401515,0.714285714,1.113636364,0.5,https://tblg.k-img.com/restaurant/images/Rvw/210680/640x640_rect_5a4746de2793b605c427e7e4d66d1f05.jpg,https://tabelog.com/fukuoka/A4001/A400103/40047298/
因幡町 一慶,天神,"￥4,000～￥4,999",5000,1.7,4.714352036,2.135416667,0.714285714,1.138888889,1.055555556,https://tblg.k-img.com/restaurant/images/Rvw/262064/640x640_rect_3c466c66a3fddf590a117011e72492a3.jpg,https://tabelog.com/fukuoka/A4001/A400103/40060531/
串匠 天神三丁目店,天神,"￥4,000～￥4,999",5000,1.65,4.606995275,2.730059524,0.714285714,1.476190476,2.523809524,https://tblg.k-img.com/restaurant/images/Rvw/264458/640x640_rect_8d2924c6893ee4188e48338f9d7a1956.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003113/
一慶 西中洲店,天神,"￥6,000～￥7,999",8000,1.65,3.094820903,1.759005376,0.714285714,1.806451613,0.661290323,https://tblg.k-img.com/restaurant/images/Rvw/252224/640x640_rect_3a523a83f9e894b128b5ce725bbc28c1.jpg,https://tabelog.com/fukuoka/A4001/A400103/40027003/
焼鳥 と金,天神,"￥4,000～￥4,999",5000,1.65,4.258374297,1.265104167,0.9375,1.625,1.75,https://tblg.k-img.com/restaurant/images/Rvw/248486/640x640_rect_92e4985e8e77e3081023dfb4c81f039b.jpg,https://tabelog.com/fukuoka/A4001/A400103/40051584/
銀ノ板,天神,"￥4,000～￥4,999",5000,1.65,4.078872994,2.344722222,0.714285714,1.833333333,0.5,https://tblg.k-img.com/restaurant/images/Rvw/244963/640x640_rect_8ba5daa25036c8589a82cd2fe62e37c4.jpg,https://tabelog.com/fukuoka/A4001/A400103/40001067/
トラットリア アッカ,天神,"￥5,000～￥5,999",6000,1.65,4.310034653,3.231428571,0.714285714,1.857142857,0.785714286,https://tblg.k-img.com/restaurant/images/Rvw/233957/640x640_rect_61a93500cb8480926ebe74791811eb67.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003868/
竹餃大学,天神,"￥1,000～￥1,999",2000,1.65,4.243929212,1.95672043,0.714285714,1,1.14516129,https://tblg.k-img.com/restaurant/images/Rvw/261633/640x640_rect_1a506f176d70631c6a9e01044ef05d02.jpg,https://tabelog.com/fukuoka/A4001/A400103/40058258/
池田鮮魚,天神,"￥5,000～￥5,999",6000,1.6,3.288791831,1.355319149,1.018237082,1.425531915,0.5,https://tblg.k-img.com/restaurant/images/Rvw/270883/f06d5645f096c3cdc24f64ee807f9da1.jpg,https://tabelog.com/fukuoka/A4001/A400103/40064866/
焼鳥 大自然 西中洲店,天神,"￥5,000～￥5,999",6000,1.6,2.950253419,2.713475177,1.626139818,1.744680851,0.5,https://tblg.k-img.com/restaurant/images/Rvw/235800/640x640_rect_808716f4f72fc188d57d9d8cf22f8b7b.jpg,https://tabelog.com/fukuoka/A4001/A400103/40028561/
Go-Coo,天神,"￥5,000～￥5,999",6000,1.6,4.118012156,2.325326797,1.554621849,1.980392157,0.696078431,https://tblg.k-img.com/restaurant/images/Rvw/186855/640x640_rect_7f10fc9f0e551a94c81cf159e068d368.jpg,https://tabelog.com/fukuoka/A4001/A400103/40026690/
はる好し庭,天神,"￥5,000～￥5,999",6000,1.6,4.005312859,2.317375887,0.714285714,1.212765957,1.138297872,https://tblg.k-img.com/restaurant/images/Rvw/244276/640x640_rect_8ffe62b22a2317e1b06515429db47531.jpg,https://tabelog.com/fukuoka/A4001/A400103/40036100/
焼鳥 輝久,天神,"￥20,000～￥29,999",30000,1.6,2.922289299,2.713565891,1.046511628,1.23255814,0.965116279,https://tblg.k-img.com/restaurant/images/Rvw/228225/640x640_rect_ed273a1dcddbdcd49521fec6a8110c67.jpg,https://tabelog.com/fukuoka/A4001/A400103/40044829/
oro,天神,"￥4,000～￥4,999",5000,1.6,4.041452962,1.945833333,1.02484472,1.434782609,0.934782609,https://tblg.k-img.com/restaurant/images/Rvw/250562/640x640_rect_4efbdf90a8cd463aef2451405dbdaea6.jpg,https://tabelog.com/fukuoka/A4001/A400103/40036725/
ウサギよりカメ,天神,"￥3,000～￥3,999",4000,1.6,4.43365908,1.82192029,1.02484472,1,0.717391304,https://tblg.k-img.com/restaurant/images/Rvw/254201/640x640_rect_b25063f85e673266b187bc83e37dca0a.jpg,https://tabelog.com/fukuoka/A4001/A400103/40057116/
賛否両論,天神,"￥1,000～￥1,999",2000,1.6,3.595113578,2.904356061,0.714285714,2.25,1.181818182,https://tblg.k-img.com/restaurant/images/Rvw/192056/640x640_rect_450b72c3b2b5fb66a9780f9331e446cf.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002408/
博多海鮮 雅,天神,"￥6,000～￥7,999",8000,1.6,3.697441263,1.759375,0.714285714,1.15625,0.5,https://tblg.k-img.com/restaurant/images/Rvw/260494/640x640_rect_680c581e95a7d45d622e9b1515b197e3.jpg,https://tabelog.com/fukuoka/A4001/A400103/40041762/
isola,天神,"￥4,000～￥4,999",5000,1.55,4.026316428,2.517034314,3.655462185,2.25,1.235294118,https://tblg.k-img.com/restaurant/images/Rvw/194673/640x640_rect_377b3c027a01c29d2df43842e1534819.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002538/
きんさい屋  天神ビル店,天神,"￥1,000～￥1,999",2000,1.55,2.733269673,2.643209877,0.714285714,1.185185185,0.87037037,https://tblg.k-img.com/restaurant/images/Rvw/19134/640x640_rect_19134252.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003570/
銀しゃりと酒と魚 てる房,天神,"￥5,000～￥5,999",6000,1.55,3.649899475,1.68134058,0.714285714,1.108695652,2.239130435,https://tblg.k-img.com/restaurant/images/Rvw/268689/640x640_rect_cb5c8bbd4060f038594888d50e64cdc3.jpg,https://tabelog.com/fukuoka/A4001/A400103/40036541/
ほく菜,天神,"￥4,000～￥4,999",5000,1.55,4.407347158,2.666041667,1.071428571,1.625,1,https://tblg.k-img.com/restaurant/images/Rvw/249749/640x640_rect_eec31bb01a028dc9e118934c3d50d40e.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003558/
カフェオットー ピゥ,天神,"￥1,000～￥1,999",2000,1.5,3.295475642,2.133333333,1.677367576,1.786516854,0.612359551,https://tblg.k-img.com/restaurant/images/Rvw/229164/640x640_rect_192f0547aaa6198ad17ece20ef141ee4.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003684/
本格水炊きと博多もつ鍋 地鶏と九州料理 居酒屋 鳥邸 天神店,天神,"￥3,000～￥3,999",4000,1.5,3.139759016,3.297325103,0.890652557,2.049382716,2.104938272,https://tblg.k-img.com/restaurant/images/Rvw/255359/640x640_rect_98573f3fd67f43b745482e8112351407.jpg,https://tabelog.com/fukuoka/A4001/A400103/40032748/
インド料理スラージ 天神本店,天神,"￥2,000～￥2,999",3000,1.5,3.835315206,2.826900585,0.714285714,1.087719298,0.850877193,https://tblg.k-img.com/restaurant/images/Rvw/208253/640x640_rect_29f9857e3f6de5c9db0ea7d796fc8ddc.jpg,https://tabelog.com/fukuoka/A4001/A400103/40000070/
博多ごまサバ・博多もつ鍋 キッチンしゃもじ,天神,"￥3,000～￥3,999",4000,1.5,3.538679777,2.893262411,1.018237082,1.106382979,1.563829787,https://tblg.k-img.com/restaurant/images/Rvw/222692/640x640_rect_58a65d7b64fd56e3710181cd9b87a7fb.jpg,https://tabelog.com/fukuoka/A4001/A400103/40016209/
リレ,天神,"￥6,000～￥7,999",8000,1.5,4.279072725,2.693434343,1.58008658,3.121212121,0.803030303,https://tblg.k-img.com/restaurant/images/Rvw/138860/320x320_square_138860007.jpg,https://tabelog.com/fukuoka/A4001/A400103/40023866/
とり皮屋 こっこ,天神,"￥3,000～￥3,999",4000,1.5,3.977457583,1.348684211,0.714285714,1.131578947,2.868421053,https://tblg.k-img.com/restaurant/images/Rvw/208366/640x640_rect_9033827b395e72f85257782b3bb04949.jpg,https://tabelog.com/fukuoka/A4001/A400103/40049116/
もつ鍋　なかむら,天神,"￥6,000～￥7,999",8000,1.5,3.946874088,1.732113821,1.06271777,1.609756098,2.451219512,https://tblg.k-img.com/restaurant/images/Rvw/235917/640x640_rect_eecaa6e52746b156ef6d5fe6ec00080b.jpg,https://tabelog.com/fukuoka/A4001/A400103/40000708/
博多呑喰処 天から,天神,"￥2,000～￥2,999",3000,1.5,4.293640038,2.623039216,1.134453782,1,1.088235294,https://tblg.k-img.com/restaurant/images/Rvw/248466/640x640_rect_d8d302ab6f8945fd3c298efa2f31bb11.jpg,https://tabelog.com/fukuoka/A4001/A400103/40046342/
コーデュロイカフェ,天神,"￥1,000～￥1,999",2000,1.45,4.32655882,2.370157658,3.416988417,2.013513514,0.905405405,https://tblg.k-img.com/restaurant/images/Rvw/17900/640x640_rect_17900622.jpg,https://tabelog.com/fukuoka/A4001/A400103/40004300/
和洋飯 NukuNuku,天神,"￥5,000～￥5,999",6000,1.45,4.822820088,1.760737179,0.714285714,1.288461538,1.269230769,https://tblg.k-img.com/restaurant/images/Rvw/243661/640x640_rect_25b848b747353bd6718bd8dfc9ba42b4.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002374/
樽座敷 天神芙蓉,天神,"￥5,000～￥5,999",6000,1.45,3.134023423,2.3234375,1.30952381,1.208333333,0.916666667,https://tblg.k-img.com/restaurant/images/Rvw/264936/640x640_rect_bcd5ea5f96921be800ee78ba508ec866.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002110/
ちゃぶや咖喱魚 ソラリアステージ店,天神,"￥1,000～￥1,999",2000,1.45,3.952797911,2.022962963,0.714285714,1,0.722222222,https://tblg.k-img.com/restaurant/images/Rvw/211680/640x640_rect_ca1a2b1d0aec092c3adc5fb8466711d2.jpg,https://tabelog.com/fukuoka/A4001/A400103/40058747/
